OpenPrice,LowPrice,HighPrice,ClosePrice,StockHistoryDate,StockTickerId,Volume
150.39,149.82,151.97,151.49,11/3/2021 12:00:00 AM,AAPL,54511534
66.25,64.55,67.19,66.75,11/3/2021 12:00:00 AM,ATVI,43753567
17.92,17.88,18.83,18.63,11/3/2021 12:00:00 AM,F,104755458
146.28,145.05,146.91,146.79,11/3/2021 12:00:00 AM,GOOG,17886600
45.52,44.48,45.99,44.82,11/3/2021 12:00:00 AM,PFE,44593137
392.44,384.21,405.13,404.62,11/3/2021 12:00:00 AM,TSLA,103885551
151.58,150.64,152.43,150.96,11/4/2021 12:00:00 AM,AAPL,60394616
67.47,66.65,68.74,68.23,11/4/2021 12:00:00 AM,ATVI,16203304
18.92,18.72,19.50,19.42,11/4/2021 12:00:00 AM,F,157505547
147.20,146.63,149.95,148.68,11/4/2021 12:00:00 AM,GOOG,24700800
44.29,43.30,44.47,43.85,11/4/2021 12:00:00 AM,PFE,38172536
411.47,405.67,414.50,409.97,11/4/2021 12:00:00 AM,TSLA,76192227
151.89,150.06,152.20,151.28,11/5/2021 12:00:00 AM,AAPL,65463883
68.57,66.92,68.78,67.83,11/5/2021 12:00:00 AM,ATVI,13716857
19.71,18.99,19.72,19.29,11/5/2021 12:00:00 AM,F,122232174
149.35,148.65,150.57,149.24,11/5/2021 12:00:00 AM,GOOG,20408140
48.09,46.55,48.81,48.61,11/5/2021 12:00:00 AM,PFE,173959104
409.33,402.67,413.29,407.36,11/5/2021 12:00:00 AM,TSLA,64886436
151.41,150.16,151.57,150.44,11/8/2021 12:00:00 AM,AAPL,55020868
68.43,66.62,68.43,66.82,11/8/2021 12:00:00 AM,ATVI,12825674
19.40,19.24,20.42,20.15,11/8/2021 12:00:00 AM,F,153490430
150.00,149.12,151.03,149.35,11/8/2021 12:00:00 AM,GOOG,18388140
48.61,47.60,48.78,48.33,11/8/2021 12:00:00 AM,PFE,57423266
383.26,377.67,399.00,387.65,11/8/2021 12:00:00 AM,TSLA,100337139
150.20,150.06,151.43,150.81,11/9/2021 12:00:00 AM,AAPL,56787930
66.99,66.53,67.55,67.10,11/9/2021 12:00:00 AM,ATVI,8811987
20.50,19.41,20.51,20.12,11/9/2021 12:00:00 AM,F,164928461
149.75,147.51,150.38,149.25,11/9/2021 12:00:00 AM,GOOG,16875560
48.33,47.15,48.38,47.30,11/9/2021 12:00:00 AM,PFE,29920438
391.20,337.17,391.50,341.17,11/9/2021 12:00:00 AM,TSLA,177317505
150.02,147.85,150.13,147.92,11/10/2021 12:00:00 AM,AAPL,65187092
66.73,66.52,67.45,66.66,11/10/2021 12:00:00 AM,ATVI,7966185
19.88,19.06,20.47,19.36,11/10/2021 12:00:00 AM,F,229109585
148.01,145.32,148.70,146.63,11/10/2021 12:00:00 AM,GOOG,22708320
47.40,47.40,49.21,49.02,11/10/2021 12:00:00 AM,PFE,42696195
336.80,329.10,359.37,355.98,11/10/2021 12:00:00 AM,TSLA,128408166
148.96,147.68,149.43,147.87,11/11/2021 12:00:00 AM,AAPL,40999950
67.25,66.02,67.53,67.50,11/11/2021 12:00:00 AM,ATVI,13235026
19.64,19.26,19.84,19.55,11/11/2021 12:00:00 AM,F,96436462
147.11,146.69,148.50,146.75,11/11/2021 12:00:00 AM,GOOG,12463100
49.23,48.73,50.50,50.18,11/11/2021 12:00:00 AM,PFE,42370388
367.59,351.56,368.32,354.50,11/11/2021 12:00:00 AM,TSLA,67189698
148.43,147.48,150.40,149.99,11/12/2021 12:00:00 AM,AAPL,63804008
67.72,67.34,70.04,69.69,11/12/2021 12:00:00 AM,ATVI,13922952
19.38,19.21,19.62,19.50,11/12/2021 12:00:00 AM,F,77837876
147.83,146.45,149.86,149.65,11/12/2021 12:00:00 AM,GOOG,17047660
50.42,49.57,50.49,49.73,11/12/2021 12:00:00 AM,PFE,27780566
349.17,339.73,351.50,344.47,11/12/2021 12:00:00 AM,TSLA,76719438
150.37,149.43,151.88,150.00,11/15/2021 12:00:00 AM,AAPL,59222803
69.31,68.14,70.68,70.43,11/15/2021 12:00:00 AM,ATVI,11628230
19.46,19.14,19.95,19.86,11/15/2021 12:00:00 AM,F,84838610
150.00,148.65,150.48,149.39,11/15/2021 12:00:00 AM,GOOG,16247340
49.73,49.37,50.10,49.65,11/15/2021 12:00:00 AM,PFE,27763215
339.21,326.20,343.99,337.80,11/15/2021 12:00:00 AM,TSLA,104326947
149.94,149.34,151.49,151.00,11/16/2021 12:00:00 AM,AAPL,59256210
70.55,65.46,72.14,66.14,11/16/2021 12:00:00 AM,ATVI,38243243
19.90,19.53,20.06,19.79,11/16/2021 12:00:00 AM,F,66557180
149.17,148.35,149.83,149.08,11/16/2021 12:00:00 AM,GOOG,17254860
49.47,48.89,50.16,49.60,11/16/2021 12:00:00 AM,PFE,31297220
334.44,334.06,352.40,351.58,11/16/2021 12:00:00 AM,TSLA,79627077
151.00,150.99,155.00,153.49,11/17/2021 12:00:00 AM,AAPL,88807000
65.53,63.50,65.64,64.20,11/17/2021 12:00:00 AM,ATVI,28771241
19.74,19.44,20.01,19.96,11/17/2021 12:00:00 AM,F,80855162
149.23,148.56,149.63,149.06,11/17/2021 12:00:00 AM,GOOG,15290820
49.94,49.69,51.09,50.87,11/17/2021 12:00:00 AM,PFE,36889765
354.50,351.83,373.21,363.00,11/17/2021 12:00:00 AM,TSLA,94336092
153.71,153.05,158.67,157.87,11/18/2021 12:00:00 AM,AAPL,137827670
63.60,60.90,64.05,62.67,11/18/2021 12:00:00 AM,ATVI,24245585
20.16,19.36,20.26,19.56,11/18/2021 12:00:00 AM,F,111368830
149.15,149.00,151.61,150.71,11/18/2021 12:00:00 AM,GOOG,26682400
51.10,50.61,51.71,51.41,11/18/2021 12:00:00 AM,PFE,32872570
368.85,358.34,370.67,365.46,11/18/2021 12:00:00 AM,TSLA,62696790
157.65,156.53,161.02,160.55,11/19/2021 12:00:00 AM,AAPL,117305597
63.75,62.17,64.09,62.38,11/19/2021 12:00:00 AM,ATVI,14493285
19.64,19.24,19.67,19.39,11/19/2021 12:00:00 AM,F,64610377
151.00,149.89,151.85,149.95,11/19/2021 12:00:00 AM,GOOG,19782960
51.96,50.68,52.84,50.80,11/19/2021 12:00:00 AM,PFE,47966183
366.29,364.23,379.57,379.02,11/19/2021 12:00:00 AM,TSLA,64926774
161.68,161.00,165.70,161.02,11/22/2021 12:00:00 AM,AAPL,117467889
60.93,59.77,62.41,62.20,11/22/2021 12:00:00 AM,ATVI,16585219
19.39,19.30,20.79,20.48,11/22/2021 12:00:00 AM,F,137861746
150.14,147.01,150.74,147.08,11/22/2021 12:00:00 AM,GOOG,24627700
50.95,50.38,51.47,51.20,11/22/2021 12:00:00 AM,PFE,27287943
387.44,377.48,400.65,385.62,11/22/2021 12:00:00 AM,TSLA,99217521
161.12,159.06,161.80,161.41,11/23/2021 12:00:00 AM,AAPL,96041899
61.85,61.33,62.92,61.77,11/23/2021 12:00:00 AM,ATVI,16566625
20.43,19.97,20.53,20.20,11/23/2021 12:00:00 AM,F,90984519
147.11,144.89,147.69,146.76,11/23/2021 12:00:00 AM,GOOG,18133140
50.58,50.30,51.45,51.08,11/23/2021 12:00:00 AM,PFE,24952593
389.17,354.23,393.50,369.68,11/23/2021 12:00:00 AM,TSLA,108515097
160.75,159.64,162.14,161.94,11/24/2021 12:00:00 AM,AAPL,69463623
61.84,60.75,61.84,60.91,11/24/2021 12:00:00 AM,ATVI,9681498
19.97,19.78,20.34,20.25,11/24/2021 12:00:00 AM,F,77324307
146.35,145.20,147.00,146.72,11/24/2021 12:00:00 AM,GOOG,16464060
51.18,50.70,51.33,50.89,11/24/2021 12:00:00 AM,PFE,18556753
360.13,354.00,377.59,372.00,11/24/2021 12:00:00 AM,TSLA,67680711
159.56,156.36,160.45,156.81,11/26/2021 12:00:00 AM,AAPL,76959752
61.28,60.18,61.68,60.62,11/26/2021 12:00:00 AM,ATVI,8305870
19.66,19.47,19.84,19.75,11/26/2021 12:00:00 AM,F,49434029
145.02,142.49,145.30,142.81,11/26/2021 12:00:00 AM,GOOG,16992120
54.03,53.25,54.94,54.00,11/26/2021 12:00:00 AM,PFE,66561304
366.49,360.33,369.59,360.64,11/26/2021 12:00:00 AM,TSLA,35042670
159.37,158.79,161.19,160.24,11/29/2021 12:00:00 AM,AAPL,88748217
60.88,59.65,60.95,60.31,11/29/2021 12:00:00 AM,ATVI,7749621
20.07,19.49,20.19,19.67,11/29/2021 12:00:00 AM,F,68778690
144.30,144.30,146.86,146.11,11/29/2021 12:00:00 AM,GOOG,26276120
55.15,52.11,55.70,52.40,11/29/2021 12:00:00 AM,PFE,72660758
367.00,366.73,380.89,379.00,11/29/2021 12:00:00 AM,TSLA,58393395
159.99,159.92,165.52,165.30,11/30/2021 12:00:00 AM,AAPL,174048060
60.02,58.44,60.43,58.60,11/30/2021 12:00:00 AM,ATVI,19291119
19.62,19.03,19.95,19.19,11/30/2021 12:00:00 AM,F,103238403
145.45,142.07,146.63,142.45,11/30/2021 12:00:00 AM,GOOG,41590520
52.31,51.91,54.46,53.73,11/30/2021 12:00:00 AM,PFE,64598388
381.46,372.67,389.33,381.59,11/30/2021 12:00:00 AM,TSLA,81276111
167.48,164.53,170.30,164.77,12/1/2021 12:00:00 AM,AAPL,152423000
59.11,57.19,59.21,57.28,12/1/2021 12:00:00 AM,ATVI,11609130
19.63,19.53,20.47,19.58,12/1/2021 12:00:00 AM,F,125478335
144.21,141.50,146.50,141.62,12/1/2021 12:00:00 AM,GOOG,28545780
52.47,51.86,55.17,54.68,12/1/2021 12:00:00 AM,PFE,59849358
386.90,363.59,390.95,365.00,12/1/2021 12:00:00 AM,TSLA,68804091
158.74,157.80,164.20,163.76,12/2/2021 12:00:00 AM,AAPL,136739170
57.28,56.62,58.18,57.29,12/2/2021 12:00:00 AM,ATVI,8606166
19.50,19.28,20.11,19.87,12/2/2021 12:00:00 AM,F,94142272
141.82,140.98,144.68,143.78,12/2/2021 12:00:00 AM,GOOG,21250700
53.82,52.77,55.08,53.04,12/2/2021 12:00:00 AM,PFE,46361744
366.35,352.22,371.00,361.53,12/2/2021 12:00:00 AM,TSLA,73114866
164.02,159.72,164.96,161.84,12/3/2021 12:00:00 AM,AAPL,118023116
56.98,56.40,57.44,57.36,12/3/2021 12:00:00 AM,ATVI,13287432
20.37,18.93,20.40,19.14,12/3/2021 12:00:00 AM,F,120275163
144.50,141.15,145.21,142.52,12/3/2021 12:00:00 AM,GOOG,26687480
53.71,53.10,54.41,54.27,12/3/2021 12:00:00 AM,PFE,37574769
361.60,333.40,363.53,338.32,12/3/2021 12:00:00 AM,TSLA,92321982
164.29,164.28,167.88,165.32,12/6/2021 12:00:00 AM,AAPL,107496982
57.53,57.24,58.45,58.09,12/6/2021 12:00:00 AM,ATVI,9408963
19.23,18.61,19.49,19.22,12/6/2021 12:00:00 AM,F,88147408
143.57,140.65,144.35,143.80,12/6/2021 12:00:00 AM,GOOG,22197700
53.78,51.25,53.89,51.48,12/6/2021 12:00:00 AM,PFE,53723978
333.84,316.83,340.55,336.34,12/6/2021 12:00:00 AM,TSLA,81663111
169.08,168.34,171.58,171.18,12/7/2021 12:00:00 AM,AAPL,120405352
58.92,58.28,59.27,58.77,12/7/2021 12:00:00 AM,ATVI,11553517
19.65,19.52,20.06,19.96,12/7/2021 12:00:00 AM,F,75885619
145.95,145.70,148.30,148.04,12/7/2021 12:00:00 AM,GOOG,23258280
51.25,50.40,52.50,51.72,12/7/2021 12:00:00 AM,PFE,41575442
348.07,342.27,352.56,350.58,12/7/2021 12:00:00 AM,TSLA,56084571
172.13,170.70,175.96,175.08,12/8/2021 12:00:00 AM,AAPL,116998901
58.78,58.03,60.01,59.27,12/8/2021 12:00:00 AM,ATVI,9785536
20.18,19.75,20.19,19.81,12/8/2021 12:00:00 AM,F,63246825
148.33,147.20,149.16,148.72,12/8/2021 12:00:00 AM,GOOG,18963940
52.75,51.03,53.08,51.40,12/8/2021 12:00:00 AM,PFE,37429199
350.90,344.33,357.46,356.32,12/8/2021 12:00:00 AM,TSLA,41906367
174.91,173.92,176.75,174.56,12/9/2021 12:00:00 AM,AAPL,108923739
58.59,58.52,59.81,59.07,12/9/2021 12:00:00 AM,ATVI,8520544
19.76,19.54,19.93,19.57,12/9/2021 12:00:00 AM,F,63357578
148.18,147.53,149.60,148.11,12/9/2021 12:00:00 AM,GOOG,18580600
51.51,51.51,52.84,52.08,12/9/2021 12:00:00 AM,PFE,38325661
353.55,334.12,354.16,334.60,12/9/2021 12:00:00 AM,TSLA,59438493
175.21,174.69,179.63,179.45,12/10/2021 12:00:00 AM,AAPL,115402731
59.16,57.47,59.41,58.60,12/10/2021 12:00:00 AM,ATVI,10160995
19.77,19.76,21.49,21.45,12/10/2021 12:00:00 AM,F,169657197
149.10,147.36,149.40,148.68,12/10/2021 12:00:00 AM,GOOG,21638460
51.20,51.11,52.85,52.78,12/10/2021 12:00:00 AM,PFE,26079361
336.25,327.51,340.33,339.01,12/10/2021 12:00:00 AM,TSLA,59664366
181.12,175.53,182.13,175.74,12/13/2021 12:00:00 AM,AAPL,153237020
58.60,58.02,59.45,58.70,12/13/2021 12:00:00 AM,ATVI,8652712
21.24,20.13,21.30,20.43,12/13/2021 12:00:00 AM,F,126632315
148.44,146.36,148.56,146.70,12/13/2021 12:00:00 AM,GOOG,24103920
53.44,53.44,55.73,55.20,12/13/2021 12:00:00 AM,PFE,54923236
333.70,317.14,335.00,322.14,12/13/2021 12:00:00 AM,TSLA,78595506
175.25,172.21,177.74,174.33,12/14/2021 12:00:00 AM,AAPL,139380380
58.16,58.15,59.88,59.52,12/14/2021 12:00:00 AM,ATVI,8793521
19.80,19.38,20.18,20.05,12/14/2021 12:00:00 AM,F,124559737
144.77,142.24,145.44,144.97,12/14/2021 12:00:00 AM,GOOG,24778800
54.77,54.32,55.95,55.54,12/14/2021 12:00:00 AM,PFE,48685674
315.00,310.00,322.14,319.50,12/14/2021 12:00:00 AM,TSLA,70806267
175.11,172.31,179.50,179.30,12/15/2021 12:00:00 AM,AAPL,131063257
59.11,58.83,60.51,60.26,12/15/2021 12:00:00 AM,ATVI,7387098
19.99,19.55,20.33,20.19,12/15/2021 12:00:00 AM,F,79679724
144.37,142.71,147.52,147.37,12/15/2021 12:00:00 AM,GOOG,27280960
56.11,55.89,58.91,58.80,12/15/2021 12:00:00 AM,PFE,75202914
317.74,309.42,326.25,325.33,12/15/2021 12:00:00 AM,TSLA,75169224
179.28,170.75,181.14,172.26,12/16/2021 12:00:00 AM,AAPL,150185840
60.55,60.18,61.63,61.49,12/16/2021 12:00:00 AM,ATVI,10074542
20.57,20.26,21.10,20.35,12/16/2021 12:00:00 AM,F,107020894
148.08,144.09,148.55,144.84,12/16/2021 12:00:00 AM,GOOG,27399740
58.36,57.75,61.43,61.25,12/16/2021 12:00:00 AM,PFE,75183647
331.50,307.28,331.66,308.97,12/16/2021 12:00:00 AM,TSLA,82771443
169.93,169.69,173.47,171.14,12/17/2021 12:00:00 AM,AAPL,195923440
61.10,60.60,62.06,61.36,12/17/2021 12:00:00 AM,ATVI,17071605
20.03,19.60,20.24,19.77,12/17/2021 12:00:00 AM,F,98962927
142.71,141.79,144.46,142.80,12/17/2021 12:00:00 AM,GOOG,43404700
59.93,58.70,61.19,59.48,12/17/2021 12:00:00 AM,PFE,104320166
304.92,303.01,320.22,310.86,12/17/2021 12:00:00 AM,TSLA,100880262
168.28,167.46,170.58,169.75,12/20/2021 12:00:00 AM,AAPL,107499114
61.01,60.67,62.23,61.80,12/20/2021 12:00:00 AM,ATVI,8369432
19.46,19.05,19.62,19.42,12/20/2021 12:00:00 AM,F,74565603
140.68,140.25,142.61,142.40,12/20/2021 12:00:00 AM,GOOG,20263520
60.60,59.83,61.71,61.02,12/20/2021 12:00:00 AM,PFE,55712217
303.57,297.80,307.23,299.98,12/20/2021 12:00:00 AM,TSLA,56480013
171.56,169.12,173.20,172.99,12/21/2021 12:00:00 AM,AAPL,91185905
62.25,61.86,63.64,63.59,12/21/2021 12:00:00 AM,ATVI,11097699
19.75,19.33,19.79,19.61,12/21/2021 12:00:00 AM,F,58930944
143.15,141.74,144.69,144.22,12/21/2021 12:00:00 AM,GOOG,19551940
60.01,57.16,60.04,58.95,12/21/2021 12:00:00 AM,PFE,63877877
305.62,295.37,313.17,312.84,12/21/2021 12:00:00 AM,TSLA,71517915
173.04,172.15,175.86,175.64,12/22/2021 12:00:00 AM,AAPL,92135303
63.26,63.14,64.12,64.10,12/22/2021 12:00:00 AM,ATVI,15089729
19.64,19.64,20.34,20.14,12/22/2021 12:00:00 AM,F,75806410
144.10,143.96,147.30,146.95,12/22/2021 12:00:00 AM,GOOG,18440480
59.25,58.22,60.59,59.55,12/22/2021 12:00:00 AM,PFE,62594917
321.89,319.02,338.55,336.29,12/22/2021 12:00:00 AM,TSLA,93634083
175.85,175.27,176.85,176.28,12/23/2021 12:00:00 AM,AAPL,68356567
64.01,63.85,65.39,65.16,12/23/2021 12:00:00 AM,ATVI,8721730
20.08,20.00,20.41,20.25,12/23/2021 12:00:00 AM,F,50610458
147.09,146.95,148.57,147.14,12/23/2021 12:00:00 AM,GOOG,13818680
59.82,58.31,60.08,58.71,12/23/2021 12:00:00 AM,PFE,39203203
335.60,332.52,357.66,355.67,12/23/2021 12:00:00 AM,TSLA,92713284
177.09,177.07,180.42,180.33,12/27/2021 12:00:00 AM,AAPL,74919582
65.24,65.00,65.73,65.45,12/27/2021 12:00:00 AM,ATVI,10644483
20.26,20.10,20.89,20.80,12/27/2021 12:00:00 AM,F,59651800
147.46,147.25,148.43,148.06,12/27/2021 12:00:00 AM,GOOG,13259320
58.85,58.23,59.38,59.20,12/27/2021 12:00:00 AM,PFE,27362581
357.89,356.91,372.33,364.65,12/27/2021 12:00:00 AM,TSLA,71145819
180.16,178.53,181.33,179.29,12/28/2021 12:00:00 AM,AAPL,79144339
66.06,65.60,67.59,66.67,12/28/2021 12:00:00 AM,ATVI,13815530
20.66,20.59,21.06,20.76,12/28/2021 12:00:00 AM,F,53020539
148.37,145.94,148.37,146.45,12/28/2021 12:00:00 AM,GOOG,18635840
59.05,57.08,59.45,58.01,12/28/2021 12:00:00 AM,PFE,36901704
369.83,359.47,373.00,362.82,12/28/2021 12:00:00 AM,TSLA,60323904
179.33,178.14,180.63,179.38,12/29/2021 12:00:00 AM,AAPL,62348931
66.57,66.19,67.18,67.16,12/29/2021 12:00:00 AM,ATVI,9051504
20.71,20.45,20.77,20.56,12/29/2021 12:00:00 AM,F,37882981
146.43,145.50,147.18,146.50,12/29/2021 12:00:00 AM,GOOG,17024720
57.31,57.07,58.03,57.58,12/29/2021 12:00:00 AM,PFE,26170224
366.21,354.71,368.00,362.06,12/29/2021 12:00:00 AM,TSLA,56154042
179.47,178.09,180.57,178.20,12/30/2021 12:00:00 AM,AAPL,59773014
67.20,67.05,67.89,67.49,12/30/2021 12:00:00 AM,ATVI,7509107
20.59,20.47,20.96,20.47,12/30/2021 12:00:00 AM,F,51470113
146.45,145.76,147.06,146.00,12/30/2021 12:00:00 AM,GOOG,12977020
57.75,57.53,58.74,58.40,12/30/2021 12:00:00 AM,PFE,24559004
353.78,351.05,365.18,356.78,12/30/2021 12:00:00 AM,TSLA,47040939
178.09,177.26,179.23,177.57,12/31/2021 12:00:00 AM,AAPL,64062261
67.32,66.30,67.64,66.53,12/31/2021 12:00:00 AM,ATVI,9475105
20.46,20.46,21.01,20.77,12/31/2021 12:00:00 AM,F,51899612
145.54,144.68,146.37,144.68,12/31/2021 12:00:00 AM,GOOG,17297700
58.53,58.44,59.80,59.05,12/31/2021 12:00:00 AM,PFE,28579621
357.81,351.53,360.67,352.26,12/31/2021 12:00:00 AM,TSLA,40733622
177.83,177.71,182.88,182.01,1/3/2022 12:00:00 AM,AAPL,104701220
66.44,65.80,67.67,67.42,1/3/2022 12:00:00 AM,ATVI,13209591
21.27,21.06,21.88,21.77,1/3/2022 12:00:00 AM,F,110964650
144.48,143.50,145.55,145.07,1/3/2022 12:00:00 AM,GOOG,25224500
58.50,56.34,58.55,56.65,1/3/2022 12:00:00 AM,PFE,57253148
382.58,378.68,400.36,399.93,1/3/2022 12:00:00 AM,TSLA,104686047
182.63,179.12,182.94,179.70,1/4/2022 12:00:00 AM,AAPL,99310438
67.84,66.93,68.01,67.20,1/4/2022 12:00:00 AM,ATVI,9463999
22.52,22.42,24.56,24.31,1/4/2022 12:00:00 AM,F,311645226
145.55,143.82,146.61,144.42,1/4/2022 12:00:00 AM,GOOG,22927780
56.22,53.94,56.43,54.53,1/4/2022 12:00:00 AM,PFE,66993082
